zip,eiaid,utility_name,state,service_type,ownership,comm_rate,ind_rate,res_rate
43330,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
44659,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
44652,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
44653,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
44656,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
44657,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
43148,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
43783,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
43812,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
43811,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
45662,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
43702,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
43701,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
43512,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
43968,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
43963,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
43961,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
43964,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
44820,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
44825,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
43832,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
44661,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
44660,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
44663,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
45840,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
45841,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
45844,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
43316,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
43845,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
43842,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
44904,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
45629,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
45806,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
45804,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
45805,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
43758,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
44860,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
44702,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
44703,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
44701,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
44706,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
44707,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
44704,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
44705,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
44708,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
44709,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
45897,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
43037,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
43014,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
43018,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
44699,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
44638,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
44639,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
44636,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
44633,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
43938,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
43939,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
43934,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
43935,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
43937,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
45839,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
45838,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
45833,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
45830,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
45837,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
45835,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
43350,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
43351,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
43093,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
45653,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
45843,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
43728,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
43764,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
43766,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
43761,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
43359,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
43356,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
44432,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
43988,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
43981,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
43983,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
43985,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
43984,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
43048,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
43046,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
43901,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
43905,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
43906,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
43909,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
43908,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
44849,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
44845,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
44844,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
44644,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
44643,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
44641,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
45861,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
45630,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
43821,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
43828,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
43130,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
43138,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
43730,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
43731,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
43736,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
43734,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
43735,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
43738,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
43739,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
44720,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
44721,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
43076,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
45683,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
45684,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
45687,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
44695,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
44697,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
44691,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
45850,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
45853,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
45855,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
45854,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
43952,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
43953,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
43950,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
43951,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
44815,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
44818,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
45779,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
43420,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
44617,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
44610,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
44612,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
43759,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
44888,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
44890,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
45851,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
45859,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893,0.0543807609,0.1120222974
44799,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
43323,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
43105,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
43740,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
44711,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
44714,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
44718,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
45887,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
43022,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
43023,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
43027,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
43025,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
45848,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
43335,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
43332,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
43556,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
45638,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
45636,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
44629,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
44628,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
44626,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
44621,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
43928,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
43927,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
43926,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
43925,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
43920,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
45808,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
45809,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
45802,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
44861,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
43787,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
44276,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
44750,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
43058,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
43157,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
43155,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
43791,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
43804,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
43718,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
43713,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
43529,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
44881,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
44883,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
43974,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
43977,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
43970,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
43971,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
43972,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
43973,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
44830,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
44833,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
43080,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
44710,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
44670,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
44671,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
44676,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
44677,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
44678,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
44679,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
45877,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
45876,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
45875,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
45874,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
43830,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
43836,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
45619,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
43721,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
44735,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
44730,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
43325,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
45699,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
45863,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
45867,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
44683,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
44682,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
44681,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
44680,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
44687,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
44688,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
43948,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
43945,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
43944,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
43941,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
43940,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
43943,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
44802,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
44809,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
43005,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
43008,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
45760,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
44608,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
44606,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
45820,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
43321,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
45648,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
43777,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
43771,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
44767,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
44492,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
45836,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
44874,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
44875,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
45894,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
45891,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
45893,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
43031,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
43030,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
43033,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
43912,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
43913,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
43910,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
43916,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
43917,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
45819,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
45814,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
45817,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
45816,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
45810,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
45813,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
44853,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
44850,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
44856,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
43330,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
44659,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
44652,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
44653,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
44656,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
44657,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
43148,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
43783,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
43812,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
43811,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
45662,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
43702,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440438,0.0166783677,0.0411685777
